医薬品名,薬価基準収載医薬品コード,一般名,薬剤区分
ナボールＳＲカプセル３７．５,1147002N1123,ジクロフェナクナトリウム,内服
ボルタレンＳＲカプセル３７．５ｍｇ,1147002N1174,ジクロフェナクナトリウム,内服
ソランタール錠５０ｍｇ,1148001F1059,チアラミド塩酸塩,内服
ソランタール錠１００ｍｇ,1148001F2101,チアラミド塩酸塩,内服
ブルフェン顆粒２０％,1149001D1160,イブプロフェン,内服
イブプロフェン顆粒２０％「ツルハラ」,1149001D1187,イブプロフェン,内服
イブプロフェン１００ｍｇ錠,1149001F1013,イブプロフェン,内服
ブルフェン錠１００,1149001F1455,イブプロフェン,内服
ブルフェン錠２００,1149001F2168,イブプロフェン,内服
イブプロフェン錠２００ｍｇ「ＴＣＫ」,1149001F2214,イブプロフェン,内服
イブプロフェン錠２００ｍｇ「ＮＩＧ」,1149001F2222,イブプロフェン,内服
ナイキサン錠１００ｍｇ,1149007F1142,ナプロキセン,内服
パラミヂンカプセル３００ｍｇ,1149009M1035,ブコローム,内服
フロベン錠４０,1149011F1076,フルルビプロフェン,内服
ミグリステン錠２０,1149013F1091,ジメトチアジンメシル酸塩,内服
ロキソニン細粒１０％,1149019C1149,ロキソプロフェンナトリウム水和物,内服
ロキソプロフェンＮａ細粒１０％「サワイ」,1149019C1157,ロキソプロフェンナトリウム水和物,内服
ロキソプロフェンナトリウム６０ｍｇ錠,1149019F1013,ロキソプロフェンナトリウム水和物,内服
ロキソニン錠６０ｍｇ,1149019F1560,ロキソプロフェンナトリウム水和物,内服
ノイロトロピン錠４単位,1149023F1036,ワクシニアウイルス接種家兎炎症皮膚抽出液,内服
アルボ錠１００ｍｇ,1149026F1056,オキサプロジン,内服
アルボ錠２００ｍｇ,1149026F2206,オキサプロジン,内服
レリフェン錠４００ｍｇ,1149027F1034,ナブメトン,内服
ザルトプロフェン８０ｍｇ錠,1149029F1017,ザルトプロフェン,内服
ソレトン錠８０,1149029F1025,ザルトプロフェン,内服
ペオン錠８０,1149029F1033,ザルトプロフェン,内服
モーバー錠１００ｍｇ,1149031F1022,アクタリット,内服
オークル錠１００ｍｇ,1149031F1030,アクタリット,内服
ハイペン錠１００ｍｇ,1149032F1027,エトドラク,内服
エトドラク錠１００ｍｇ「ＳＷ」,1149032F1132,エトドラク,内服
ハイペン錠２００ｍｇ,1149032F2023,エトドラク,内服
エトドラク錠２００ｍｇ「ＳＷ」,1149032F2171,エトドラク,内服
ソセゴン錠２５ｍｇ,1149034F1026,塩酸ペンタゾシン,内服
メロキシカム５ｍｇ錠,1149035F1012,メロキシカム,内服
モービック錠５ｍｇ,1149035F1020,メロキシカム,内服
メロキシカム錠５ｍｇ「ケミファ」,1149035F1136,メロキシカム,内服
メロキシカム錠５ｍｇ「サワイ」,1149035F1144,メロキシカム,内服
メロキシカム錠５ｍｇ「日医工」,1149035F1195,メロキシカム,内服
モービック錠１０ｍｇ,1149035F2027,メロキシカム,内服
メロキシカム錠１０ｍｇ「ＮＰ」,1149035F2051,メロキシカム,内服
メロキシカム錠１０ｍｇ「ＮＰＩ」,1149035F2060,メロキシカム,内服
メロキシカム錠１０ｍｇ「ケミファ」,1149035F2132,メロキシカム,内服
メロキシカム錠１０ｍｇ「サワイ」,1149035F2140,メロキシカム,内服
メロキシカム錠１０ｍｇ「トーワ」,1149035F2183,メロキシカム,内服
メロキシカム錠１０ｍｇ「日医工」,1149035F2191,メロキシカム,内服
メロキシカム錠１０ｍｇ「クニヒロ」,1149035F2221,メロキシカム,内服
ロルカム錠２ｍｇ,1149036F1025,ロルノキシカム,内服
ロルノキシカム錠２ｍｇ「ＫＯ」,1149036F1033,ロルノキシカム,内服
ロルカム錠４ｍｇ,1149036F2021,ロルノキシカム,内服
ロルノキシカム錠４ｍｇ「ＫＯ」,1149036F2030,ロルノキシカム,内服
セレコキシブ１００ｍｇ錠,1149037F1011,セレコキシブ,内服
セレコックス錠１００ｍｇ,1149037F1020,セレコキシブ,内服
セレコキシブ錠１００ｍｇ「杏林」,1149037F1097,セレコキシブ,内服
セレコキシブ錠１００ｍｇ「ケミファ」,1149037F1100,セレコキシブ,内服
セレコキシブ錠１００ｍｇ「サワイ」,1149037F1119,セレコキシブ,内服
セレコキシブ錠１００ｍｇ「トーワ」,1149037F1143,セレコキシブ,内服
セレコキシブ錠１００ｍｇ「日新」,1149037F1160,セレコキシブ,内服
セレコキシブ錠１００ｍｇ「フェルゼン」,1149037F1194,セレコキシブ,内服
セレコキシブ錠１００ｍｇ「三笠」,1149037F1208,セレコキシブ,内服
セレコキシブ錠１００ｍｇ「明治」,1149037F1216,セレコキシブ,内服
セレコキシブ錠１００ｍｇ「ＶＴＲＳ」,1149037F1224,セレコキシブ,内服
セレコキシブ２００ｍｇ錠,1149037F2018,セレコキシブ,内服
セレコックス錠２００ｍｇ,1149037F2026,セレコキシブ,内服
セレコキシブ錠２００ｍｇ「ＪＧ」,1149037F2042,セレコキシブ,内服
セレコキシブ錠２００ｍｇ「オーハラ」,1149037F2085,セレコキシブ,内服
セレコキシブ錠２００ｍｇ「杏林」,1149037F2093,セレコキシブ,内服
セレコキシブ錠２００ｍｇ「ケミファ」,1149037F2107,セレコキシブ,内服
セレコキシブ錠２００ｍｇ「サワイ」,1149037F2115,セレコキシブ,内服
セレコキシブ錠２００ｍｇ「武田テバ」,1149037F2131,セレコキシブ,内服
セレコキシブ錠２００ｍｇ「トーワ」,1149037F2140,セレコキシブ,内服
セレコキシブ錠２００ｍｇ「日新」,1149037F2166,セレコキシブ,内服
セレコキシブ錠２００ｍｇ「フェルゼン」,1149037F2190,セレコキシブ,内服
セレコキシブ錠２００ｍｇ「三笠」,1149037F2204,セレコキシブ,内服
セレコキシブ錠２００ｍｇ「明治」,1149037F2212,セレコキシブ,内服
セレコキシブ錠２００ｍｇ「ＶＴＲＳ」,1149037F2220,セレコキシブ,内服
トラマールＯＤ錠２５ｍｇ,1149038F1024,トラマドール塩酸塩,内服
トラマドール塩酸塩ＯＤ錠２５ｍｇ「ＫＯ」,1149038F1032,トラマドール塩酸塩,内服
トラマールＯＤ錠５０ｍｇ,1149038F2020,トラマドール塩酸塩,内服
トラマドール塩酸塩ＯＤ錠５０ｍｇ「ＫＯ」,1149038F2039,トラマドール塩酸塩,内服
ワントラム錠１００ｍｇ,1149038G1020,トラマドール塩酸塩,内服
ツートラム錠５０ｍｇ,1149038G2026,トラマドール塩酸塩,内服
ツートラム錠１００ｍｇ,1149038G3022,トラマドール塩酸塩,内服
ツートラム錠１５０ｍｇ,1149038G4029,トラマドール塩酸塩,内服
ツートラム錠２５ｍｇ,1149038G5025,トラマドール塩酸塩,内服
クリアミン配合錠Ａ１．０,1149109F1034,エルゴタミン酒石酸塩・無水カフェイン配合剤,内服
クリアミン配合錠Ｓ０．５,1149115F1030,エルゴタミン酒石酸塩・無水カフェイン配合剤,内服
ＳＧ配合顆粒,1149116D1033,ピラゾロン系解熱鎮痛消炎配合剤,内服
トラマドール塩酸塩・アセトアミノフェン錠,1149117F1012,トラマドール塩酸塩・アセトアミノフェン,内服
トラムセット配合錠,1149117F1020,トラマドール塩酸塩・アセトアミノフェン,内服
トアラセット配合錠「ＪＧ」,1149117F1055,トラマドール塩酸塩・アセトアミノフェン,内服
トアラセット配合錠「ＳＮ」,1149117F1071,トラマドール塩酸塩・アセトアミノフェン,内服
トアラセット配合錠「ＴＣ」,1149117F1080,トラマドール塩酸塩・アセトアミノフェン,内服
トアラセット配合錠「ＴＣＫ」,1149117F1098,トラマドール塩酸塩・アセトアミノフェン,内服
トアラセット配合錠「ケミファ」,1149117F1152,トラマドール塩酸塩・アセトアミノフェン,内服
トアラセット配合錠「サワイ」,1149117F1160,トラマドール塩酸塩・アセトアミノフェン,内服
トアラセット配合錠「サンド」,1149117F1179,トラマドール塩酸塩・アセトアミノフェン,内服
トアラセット配合錠「トーワ」,1149117F1195,トラマドール塩酸塩・アセトアミノフェン,内服
トアラセット配合錠「三笠」,1149117F1250,トラマドール塩酸塩・アセトアミノフェン,内服
トアラセット配合錠「ＮＩＧ」,1149117F1276,トラマドール塩酸塩・アセトアミノフェン,内服
トアラセット配合錠「ＫＭＰ」,1149117F1284,トラマドール塩酸塩・アセトアミノフェン,内服
アマンタジン塩酸塩１０％細粒,1161001C1011,アマンタジン塩酸塩,内服
アマンタジン塩酸塩５０ｍｇ錠,1161001F1018,アマンタジン塩酸塩,内服
シンメトレル錠５０ｍｇ,1161001F1050,アマンタジン塩酸塩,内服
アマンタジン塩酸塩１００ｍｇ錠,1161001F2014,アマンタジン塩酸塩,内服
シンメトレル錠１００ｍｇ,1161001F2057,アマンタジン塩酸塩,内服
ビペリデン塩酸塩散１％「ヨシトミ」,1162001B1048,ビペリデン塩酸塩,内服
アキネトン細粒１％,1162001C1043,ビペリデン塩酸塩,内服
ビペリデン塩酸塩細粒１％「アメル」,1162001C1051,ビペリデン塩酸塩,内服
ビペリデン塩酸塩１ｍｇ錠,1162001F1015,ビペリデン塩酸塩,内服
アキネトン錠１ｍｇ,1162001F1066,ビペリデン塩酸塩,内服
ビペリデン塩酸塩錠２ｍｇ「サワイ」,1162001F2046,ビペリデン塩酸塩,内服
ドパストン散９８．５％,1164001B1034,レボドパ,内服
トリヘキシフェニジル塩酸塩錠,1169001F1016,トリヘキシフェニジル塩酸塩,内服
トリヘキシフェニジル塩酸塩錠２ｍｇ「杏林」,1169001F1253,トリヘキシフェニジル塩酸塩,内服
アーテン散１％,1169002B1078,トリヘキシフェニジル塩酸塩,内服
トリヘキシフェニジル塩酸塩散１％「ＣＨ」,1169002B1116,トリヘキシフェニジル塩酸塩,内服
ブロモクリプチンメシル酸塩２．５ｍｇ錠,1169005F1014,ブロモクリプチンメシル酸塩,内服
パーロデル錠２．５ｍｇ,1169005F1200,ブロモクリプチンメシル酸塩,内服
ブロモクリプチン錠２．５ｍｇ「フソー」,1169005F1260,ブロモクリプチンメシル酸塩,内服
ドプスＯＤ錠１００ｍｇ,1169006F1027,ドロキシドパ,内服
ドプスＯＤ錠２００ｍｇ,1169006F2023,ドロキシドパ,内服
ドロキシドパカプセル１００ｍｇ「アメル」,1169006M1034,ドロキシドパ,内服
ドロキシドパカプセル２００ｍｇ「アメル」,1169006M2030,ドロキシドパ,内服
ペルマックス錠５０μｇ,1169008F1026,ペルゴリドメシル酸塩,内服
ペルゴリド錠５０μｇ「サワイ」,1169008F1069,ペルゴリドメシル酸塩,内服
ペルマックス錠２５０μｇ,1169008F2022,ペルゴリドメシル酸塩,内服
ペルゴリド錠２５０μｇ「サワイ」,1169008F2065,ペルゴリドメシル酸塩,内服
セレギリン塩酸塩２．５ｍｇ錠,1169010F1015,セレギリン塩酸塩,内服
エフピーＯＤ錠２．５,1169010F2020,セレギリン塩酸塩,内服
カバサール錠０．２５ｍｇ,1169011F1028,カベルゴリン,内服
カベルゴリン錠０．２５ｍｇ「サワイ」,1169011F1044,カベルゴリン,内服
カバサール錠１．０ｍｇ,1169011F2024,カベルゴリン,内服
カベルゴリン錠１．０ｍｇ「サワイ」,1169011F2040,カベルゴリン,内服
ビ・シフロール錠０．１２５ｍｇ,1169012F1022,プラミペキソール塩酸塩水和物,内服
プラミペキソール塩酸塩錠０．１２５ｍｇ「ＤＳＥＰ」,1169012F1049,プラミペキソール塩酸塩水和物,内服
プラミペキソール塩酸塩錠０．１２５ｍｇ「ＦＦＰ」,1169012F1065,プラミペキソール塩酸塩水和物,内服
プラミペキソール塩酸塩錠０．１２５ｍｇ「ＪＧ」,1169012F1073,プラミペキソール塩酸塩水和物,内服
プラミペキソール塩酸塩錠０．１２５ｍｇ「ＹＤ」,1169012F1120,プラミペキソール塩酸塩水和物,内服
プラミペキソール塩酸塩錠０．１２５ｍｇ「日医工」,1169012F1170,プラミペキソール塩酸塩水和物,内服
プラミペキソール塩酸塩錠０．１２５ｍｇ「日新」,1169012F1189,プラミペキソール塩酸塩水和物,内服
ビ・シフロール錠０．５ｍｇ,1169012F2029,プラミペキソール塩酸塩水和物,内服
プラミペキソール塩酸塩錠０．５ｍｇ「ＤＳＥＰ」,1169012F2045,プラミペキソール塩酸塩水和物,内服
プラミペキソール塩酸塩錠０．５ｍｇ「ＦＦＰ」,1169012F2061,プラミペキソール塩酸塩水和物,内服
プラミペキソール塩酸塩錠０．５ｍｇ「ＪＧ」,1169012F2070,プラミペキソール塩酸塩水和物,内服
プラミペキソール塩酸塩錠０．５ｍｇ「ＹＤ」,1169012F2126,プラミペキソール塩酸塩水和物,内服
プラミペキソール塩酸塩錠０．５ｍｇ「日医工」,1169012F2177,プラミペキソール塩酸塩水和物,内服
プラミペキソール塩酸塩錠０．５ｍｇ「日新」,1169012F2185,プラミペキソール塩酸塩水和物,内服
プラミペキソール塩酸塩ＯＤ錠０．１２５ｍｇ「トーワ」,1169012F3025,プラミペキソール塩酸塩水和物,内服
プラミペキソール塩酸塩ＯＤ錠０．５ｍｇ「トーワ」,1169012F4021,プラミペキソール塩酸塩水和物,内服
ミラペックスＬＡ錠０．３７５ｍｇ,1169012G1028,プラミペキソール塩酸塩水和物,内服
プラミペキソール塩酸塩ＬＡ錠０．３７５ｍｇＭＩ「ＤＳＥＰ」,1169012G1036,プラミペキソール塩酸塩水和物,内服
プラミペキソール塩酸塩ＬＡ錠０．３７５ｍｇＭＩ「オーハラ」,1169012G1060,プラミペキソール塩酸塩水和物,内服
